City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
513,Inirida,CO,82.0,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
514,Manta,EC,85.78,scattered clouds,-0.95,-80.7333,Balandra Hotel
515,Belmonte,BR,75.94,few clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
517,Elizabeth City,US,89.02,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
519,Antofagasta,CL,60.08,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
520,Erzin,TR,62.15,scattered clouds,36.9559,36.2,Artemis Otel
522,Abnub,EG,76.39,clear sky,27.2696,31.1511,مضيفت اولاد احمد ابو حسين
523,Yuancheng,CN,62.2,broken clouds,36.652,107.7896,
524,Shingu,JP,62.85,clear sky,33.7333,135.9833,Shingu UI Hotel
525,Padang,ID,76.78,broken clouds,-0.9492,100.3543,Mercure Padang
530,Dzaoudzi,YT,80.49,clear sky,-12.7887,45.2699,Le Rocher
531,Presidencia Roque Saenz Pena,AR,75.2,clear sky,-26.7852,-60.4388,Hotel Gualok
532,Roald,NO,60.17,light rain,62.5833,6.1333,Flem Cabins
534,Carolina,PR,86.52,few clouds,18.3808,-65.9574,Motel Fantasy Star
537,Odienne,CI,76.5,overcast clouds,9.51,-7.5692,Oustaz Vame DIAKITE
538,Liangxiang,CN,75.81,overcast clouds,39.7319,116.14,Jinjiang Inn Beijing Liangxiang Nanguan Subway Station
540,Boende,CD,77.32,overcast clouds,-0.2167,20.8667,
542,Tuy Hoa,VN,78.62,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
543,Taltal,CL,66.18,few clouds,-25.4,-70.4833,Residencial Karime
544,Tamandare,BR,79.97,clear sky,-8.7597,-35.1047,Pousada 100 Passos
545,Santona,ES,66.6,light rain,43.4439,-3.4576,Playamar
546,Nouna,BF,87.62,light rain,12.7333,-3.8667,Sabunyuma So
548,Auki,SB,77.0,few clouds,-8.7676,160.7034,Auki Motel
550,Kupang,ID,76.23,scattered clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
557,Mantua,IT,81.64,overcast clouds,45.1667,10.7833,Hotel la Favorita
558,Salme,NP,61.09,overcast clouds,28.0369,85.0942,Shyam b tamang
560,Nong Ki,TH,74.88,overcast clouds,14.6868,102.538,บ้านเพ็ชรจำปา
562,Cozumel,MX,89.67,broken clouds,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
564,Show Low,US,74.66,clear sky,34.2542,-110.0298,Hampton Inn & Suites Show Low-Pinetop
565,Carutapera,BR,80.8,scattered clouds,-1.195,-46.02,Lidera
566,Thanh Hoa,VN,77.29,moderate rain,19.8,105.7667,KHÁCH SẠN NGỌC LY 8
567,Noyon,FR,65.05,overcast clouds,49.5833,3.0,Cit'Hotel le Cèdre
569,Walvis Bay,,61.09,clear sky,-22.9575,14.5053,Oyster Box Guesthouse
571,Pulandian,CN,61.29,clear sky,39.3953,121.9669,HR East Hotel
577,Dorado,PR,86.52,broken clouds,18.4588,-66.2677,Embassy Suites by Hilton Dorado del Mar Beach Resort
578,Bonthe,SL,78.6,light rain,7.5264,-12.505,Bonthe Holiday Village
581,Muncar,ID,75.92,overcast clouds,-8.4333,114.3333,Zaky Homestay
583,Kenitra,MA,68.76,scattered clouds,34.261,-6.5802,Bienvenue chez vous
584,Manati,PR,85.05,overcast clouds,18.4275,-66.4921,Manati World Point Inn
585,Sindhnur,IN,79.97,scattered clouds,15.7833,76.7667,BANGLI AUTOMOBILE
587,Emerald,AU,60.35,overcast clouds,-23.5333,148.1667,The Irish Village
588,Lacombe,CA,60.1,overcast clouds,52.4668,-113.7353,Lacombe Motor Inn
589,Acambay,MX,79.5,overcast clouds,19.9558,-99.8417,La Huerta
590,Hue,VN,80.71,mist,16.4667,107.6,Saigon Morin Hotel
591,Katsuura,JP,64.9,broken clouds,35.1333,140.3,Katsuura Hotel Mikazuki
592,Pakxan,LA,74.46,moderate rain,18.3778,103.6601,Kong Kham Pheng Guesthouse
593,La Baneza,ES,62.4,clear sky,42.3003,-5.8977,Señorio De Los Bazan
594,Caravelas,BR,74.57,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
595,Morondava,MG,74.61,clear sky,-20.2833,44.2833,La Case Bambou
596,Honjo,JP,60.42,overcast clouds,36.2333,139.1833,Hotel Honjo
597,Matina,CR,85.87,broken clouds,10.0761,-83.2895,Hospedaje Lawson
598,Axim,GH,76.17,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
600,Casas Grandes,MX,80.44,overcast clouds,30.3667,-107.95,Pueblo del Soul B&B
602,Guilin,CN,66.31,overcast clouds,25.2819,110.2864,Grand 0773 Hotel
603,Suez,EG,73.85,clear sky,29.9737,32.5263,Green House
604,Tankara,IN,83.91,clear sky,22.6667,70.7333,"Sama Non-veg Hotel, Tankara"
605,Sabya,SA,89.22,clear sky,17.1495,42.6254,Aseel Hotel Apartment
606,Ahuimanu,US,79.2,overcast clouds,21.4447,-157.8378,Paradise Bay Resort
607,La Rioja,ES,69.58,broken clouds,42.25,-2.5,Casa Concejos
608,Villarrica,PY,68.4,overcast clouds,-25.75,-56.4333,Mansión Reljuv Tours SA
611,Isabela,PH,78.53,light rain,6.7085,121.9711,Isawad Resort
612,Inhambane,MZ,68.43,moderate rain,-23.865,35.3833,Oceano
615,Pilar,BR,80.53,clear sky,-9.5972,-35.9567,Pousada e churrascaria Manguaba
616,Vila Do Maio,CV,75.99,clear sky,15.1333,-23.2167,Hotel Marilu
617,Punta Umbria,ES,70.23,clear sky,37.1821,-6.9661,Barceló Punta Umbría Beach Resort
619,Male,MV,83.35,overcast clouds,4.1748,73.5089,Hotel Octave Maldives
621,Pecos,US,67.03,overcast clouds,31.4229,-103.4932,Knights Inn & Suites Pecos Northeast
622,Dewa,IN,82.4,clear sky,27.0333,81.1667,"Akashdeep Guest House, Dewa Shariff, Barabanki"
624,Itarema,BR,81.79,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
625,Namibe,AO,69.6,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
628,Abu Samrah,SY,62.64,clear sky,35.3029,37.1841,
631,Sola,VU,81.0,few clouds,-13.8833,167.55,Leumerus Bungalows
637,Avera,US,89.65,overcast clouds,33.194,-82.5271,
638,Gushikawa,JP,74.43,broken clouds,26.3544,127.8686,Kirari Guest House
641,Talas,TR,61.47,broken clouds,38.6908,35.5538,Fimaj Residence
642,Akhmim,EG,77.79,clear sky,26.5622,31.745,برج الماسة السكني
643,Jalu,LY,77.52,clear sky,29.0331,21.5482,صاحبة الفخامة
646,Harper,LR,76.84,light rain,4.375,-7.7169,Screensaver
647,Itaituba,BR,85.14,overcast clouds,-4.2761,-55.9836,Hotel Campos
648,Arcata,US,74.75,clear sky,40.8665,-124.0828,"Hampton Inn & Suites Arcata, CA"
651,Adre,TD,88.14,broken clouds,13.4667,22.2,
652,Rayong,TH,82.8,overcast clouds,12.8333,101.4333,Suan Palm Garden View Hotel
654,Milan,IT,79.5,scattered clouds,45.4643,9.1895,Hotel dei Cavalieri Milano Duomo
656,Koumac,NC,75.18,clear sky,-20.5667,164.2833,Le Monitel
657,Morehead,US,67.86,overcast clouds,37.2711,-87.1764,CCI Express Inn
659,La Palma,US,81.19,few clouds,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
660,Ayacucho,PE,73.26,clear sky,-13.1583,-74.2239,Hotel Incasol
661,Jacqueville,CI,75.85,overcast clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
662,Ouadda,CF,75.47,broken clouds,8.0777,22.4007,
663,Khorixas,,63.68,clear sky,-20.3667,14.9667,Khorixas Lodge
664,Luohe,CN,65.84,clear sky,33.5717,114.0353,BNB 29-Tunxi Old Street Branch
665,Uruzgan,AF,61.83,clear sky,32.8333,66.0,
667,Lethem,GY,72.82,moderate rain,3.3803,-59.7968,Savannah Inn
668,Bani Walid,LY,72.07,clear sky,31.7566,13.9942,منزل مفتاح محمد الزلبي
671,Nalbari,IN,76.98,overcast clouds,26.4456,91.4354,Ganesh Hotel
672,Hervey Bay,AU,70.21,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
673,Bud,US,67.41,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
677,Soe,ID,64.56,scattered clouds,-9.8607,124.284,Dena Hotel
678,Luganville,VU,76.55,few clouds,-15.5333,167.1667,The Espiritu Hotel
